Land Rover Range Rover,$ 11 500,"2007 г., 4.2 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева",https://im.mashina.kg/tachka/images//c/c/d/ccd689f163ae6910ae17a0515e9e801d_240x180.jpg
Hyundai Sonata,$ 23 700,"2019 г., 2 л., автомат,,,,седан, бензин,,руль слева, 16 800 км",https://im.mashina.kg/tachka/images//8/7/f/87f1d9de61db69028a118ff3f1ef114e_240x180.jpg
Toyota Prius,$ 15 400,"2016 г., 1.8 л., вариатор,,,,хэтчбек 5 дв., гибрид,,руль слева",https://im.mashina.kg/tachka/images//8/b/7/8b74f63b04ede9bcc2f7b47f0e7189ab_240x180.jpg
Lexus ES,$ 48 300,"2020 г., 2.5 л., вариатор,,,,седан, гибрид,,руль слева, 28 500 км",https://im.mashina.kg/tachka/images//a/0/5/a05cc0c44abbfd84d07427576ea0be86_240x180.jpg
BMW 7 Серия,$ 62 000,"2016 г., 4.4 л., автомат,,,,седан, бензин,,руль слева, 52 000 км",https://im.mashina.kg/tachka/images//4/8/0/480872bd60de4f88b78266b04f7c8822_240x180.jpg
Hyundai Avante,$ 11 900,"2016 г., 1.6 л., робот,,,,седан, дизель,,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//7/b/a/7baf9d64fd09b283be5398fd09aa518a_240x180.jpg
Lexus GX,$ 23 200,"2005 г., 4.7 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 174 000 км",https://im.mashina.kg/tachka/images//2/0/3/203ff046ff86d283c378b8391a0f1007_240x180.jpg
Lexus ES,$ 12 700,"2007 г., 3.5 л., автомат,,,,седан, бензин,,руль слева, 160 000 км",https://im.mashina.kg/tachka/images//f/3/2/f32e4161347ba1cb6e0e201fdad59a0e_240x180.jpg
Hyundai Sonata,$ 10 500,"2014 г., 2 л., автомат,,,,седан, газ,,руль слева, 200 000 км",https://im.mashina.kg/tachka/images//7/7/f/77ffe52f09486bb66c65ab48a2c16fba_240x180.jpg
Lexus NX,$ 40 000,"2016 г., 2.5 л., вариатор,,,,внедорожник 5 дв., гибрид,,руль слева, 10 000 км",https://im.mashina.kg/tachka/images//d/4/5/d454cb2ca27554bafc98382ec461cfb8_240x180.jpg
Kia Sorento,$ 23 500,"2016 г., 2 л., автомат,,,,внедорожник 5 дв., дизель,,руль слева, 183 000 км",https://im.mashina.kg/tachka/images//d/5/b/d5ba77a57b19891a5b2cb40178c3fc2d_240x180.jpg
Toyota Avalon,$ 24 500,"2016 г., 2.5 л., вариатор,,,,седан, гибрид,,руль слева, 95 000 км",https://im.mashina.kg/tachka/images//0/5/b/05b693295b2903315e44d38449aa2638_240x180.jpg
Lexus ES,$ 61 500,"2021 г., 2.5 л., автомат,,,,седан, бензин,,руль слева, 32 500 км",https://im.mashina.kg/tachka/images//c/3/1/c312e08eca0ef35857eb59c62d042a14_240x180.jpg
Toyota Camry,$ 38 500,"2018 г., 3.5 л., автомат,,,,седан, бензин,,руль слева, 62 000 км",https://im.mashina.kg/tachka/images//8/d/e/8de2024b280f07e577a35c8b54fec736_240x180.jpg
BMW X5,$ 35 800,"2014 г., 4.4 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//0/0/4/004c5d4cc4a60e5f7f933af8414f64ff_240x180.jpg
Toyota Camry,$ 16 500,"2014 г., 2.5 л., автомат,,,,седан, бензин,,руль слева, 70 000 км",https://im.mashina.kg/tachka/images//e/c/6/ec675befd09935e40572ebe19baebdd0_240x180.jpg
Land Rover Range Rover,$ 95 000,"2017 г., 4.4 л., автомат,,,,внедорожник 5 дв., дизель,,руль слева, 92 000 км",https://im.mashina.kg/tachka/images//d/5/2/d52ec91b47c8cf5853ee5d167b3c1817_240x180.jpg
Toyota Camry,$ 9 700,"2003 г., 2.4 л., автомат,,,,седан, бензин,,руль слева, 270 000 км",https://im.mashina.kg/tachka/images//9/0/7/9078ccac60e2d7243a95a0af2e3fd0ca_240x180.jpg
Toyota RAV4,$ 25 000,"2016 г., 2.5 л., вариатор,,,,внедорожник 5 дв., гибрид,,руль слева, 75 000 км",https://im.mashina.kg/tachka/images//0/b/3/0b3f17ca11c398e48799e72538ad940d_240x180.jpg
Volkswagen ID.4,$ 41 000,"2022 г., автомат,,,,внедорожник 5 дв., электро,,руль слева",https://im.mashina.kg/tachka/images//a/3/4/a3433919b0e1b6d7b7c2e2989a3f84db_240x180.jpg
Kia Morning,$ 9 449,"2016 г., 1 л., автомат,,,,хэтчбек 5 дв., бензин,,руль слева, 97 000 км",https://im.mashina.kg/tachka/images//1/4/d/14d796c1a55c767f4f3b213a1a65b8a6_240x180.jpg
Toyota 4Runner,$ 28 500,"2010 г., 4 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева",https://im.mashina.kg/tachka/images//0/9/3/093942cb49796ebd0b775192f8bfe697_240x180.jpg
ВАЗ (Lada) 2107,$ 2 336,"2010 г., 1.6 л., механика,,,,седан, бензин,,руль слева, 25 000 км",https://im.mashina.kg/tachka/images//6/9/f/69f189a4c8c215ce36190f43bf5f7660_240x180.jpg
Toyota Camry,$ 12 800,"2009 г., 2.4 л., автомат,,,,седан, бензин,,руль слева, 111 000 км",https://im.mashina.kg/tachka/images//1/5/1/151e6d232947f185e91e090e5f1e7f53_240x180.jpg
Toyota Camry,$ 16 800,"2016 г., 2.5 л., автомат,,,,седан, бензин,,руль слева, 86 000 км",https://im.mashina.kg/tachka/images//d/d/f/ddf8b92f4aaf23b7139bdf4f4bd38c48_240x180.jpg
Toyota Corolla,$ 14 000,"2014 г., 1.8 л., вариатор,,,,седан, бензин,,руль слева, 162 000 км",https://im.mashina.kg/tachka/images//2/6/0/260e8c943400d38e686c88f45981ca75_240x180.jpg
Lexus RX,$ 35 000,"2013 г., 3.5 л., вариатор,,,,внедорожник 5 дв., гибрид,,руль слева, 118 900 км",https://im.mashina.kg/tachka/images//b/3/4/b348124e770c9cfdc87895456396e884_240x180.jpg
Toyota Camry,$ 17 000,"2016 г., 2.5 л., автомат,,,,седан, бензин,,руль слева, 71 000 км",https://im.mashina.kg/tachka/images//5/9/4/5942b6dbe2143665975a5f005348c403_240x180.jpg
Honda Stepwgn,$ 8 600,"2005 г., 2 л., автомат,,,,минивэн, бензин,,руль справа",https://im.mashina.kg/tachka/images//7/7/6/77664398c52e6a261893bfcf202ba9dd_240x180.jpg
Lexus GX,$ 23 000,"2005 г., 4.7 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 192 000 км",https://im.mashina.kg/tachka/images//f/5/1/f51c32817d5d0dbe38516a202fcd7f12_240x180.jpg
Toyota Camry,$ 25 750,"2017 г., 2.5 л., автомат,,,,седан, бензин,,руль слева, 100 000 км",https://im.mashina.kg/tachka/images//a/d/8/ad887e37a03783f98d7fbbe2104efc73_240x180.jpg
Toyota Avalon,$ 23 500,"2016 г., 2.5 л., вариатор,,,,седан, гибрид,,руль слева, 66 000 км",https://im.mashina.kg/tachka/images//6/9/8/698e1a28025139acd681381e3ef62702_240x180.jpg
Toyota Camry,$ 26 500,"2018 г., 2.5 л., автомат,,,,седан, бензин,,руль слева, 68 000 км",https://im.mashina.kg/tachka/images//3/6/7/3670baf32985136f47210c5c726e778c_240x180.jpg
Hyundai Tucson,$ 14 900,"2012 г., 2 л., автомат,,,,внедорожник 5 дв., дизель,,руль слева, 110 000 км",https://im.mashina.kg/tachka/images//2/2/3/22361d798937801c6f278a1cb0e434a2_240x180.jpg
Toyota Prius,$ 12 900,"2013 г., 1.8 л., автомат,,,,хэтчбек 5 дв., гибрид,,руль слева, 221 000 км",https://im.mashina.kg/tachka/images//b/7/e/b7ee92fb079f30208744294ddcf0e8ce_240x180.jpg
Daewoo Kalos,$ 4 313,"2002 г., 1.4 л., механика,,,,хэтчбек 5 дв., бензин,,руль слева, 326 000 км",https://im.mashina.kg/tachka/images//f/9/e/f9ef9535da120b990e8f21becfe52aa6_240x180.jpg
Lexus RX,$ 33 500,"2014 г., 3.5 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 93 000 км",https://im.mashina.kg/tachka/images//6/2/5/625b209c101817800c931fb21575e58a_240x180.jpg
Toyota Corolla,$ 23 900,"2020 г., 1.8 л., вариатор,,,,седан, гибрид,,руль слева, 85 000 км",https://im.mashina.kg/tachka/images//8/3/6/836bed5e788ecd0dc4c8e1bfed60b865_240x180.jpg
Mercedes-Benz C-класс,$ 5 600,"2001 г., 2.7 л., автомат,,,,седан, дизель,,руль слева, 350 000 км",https://im.mashina.kg/tachka/images//b/8/1/b8144ee7a7431699cf6f3aff12a388d0_240x180.jpg
Land Rover Range Rover Sport,$ 45 000,"2013 г., 3 л., автомат,,,,внедорожник 5 дв., дизель,,руль слева, 138 541 км",https://im.mashina.kg/tachka/images//9/8/f/98f33f358269f75617c33c7cd631aff2_240x180.jpg
Land Rover Defender,$ 15 000,"2004 г., 2.5 л., механика,,,,внедорожник 5 дв., дизель,,руль слева, 166 000 км",https://im.mashina.kg/tachka/images//1/5/a/15aa752caeec29a696fb794b93f31a52_240x180.jpg
Kia K5 I Рестайлинг Седан,$ 12 700,"2014 г., 2 л., автомат,,,,седан, газ,,руль слева",https://im.mashina.kg/tachka/images//8/9/6/896739e1b5f2d0d0657d486e153d3b47_240x180.jpg
Lexus RX,$ 19 300,"2008 г., 3.5 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 155 000 км",https://im.mashina.kg/tachka/images//0/1/9/0191fe63e4836f925fc7d69936352d0c_240x180.jpg
Toyota Prius,$ 9 000,"2005 г., 1.5 л., автомат,,,,хэтчбек 5 дв., гибрид,,руль слева, 220 000 км",https://im.mashina.kg/tachka/images//2/0/9/20908b72ee8b9a0cb192186659597ecb_240x180.jpg
Toyota Camry,$ 34 900,"2021 г., 2.5 л., автомат,,,,седан, бензин,,руль слева, 31 000 км",https://im.mashina.kg/tachka/images//d/6/5/d65b11c3c87362dcab847542ab5a7b87_240x180.jpg
Lexus CT,$ 19 500,"2017 г., 1.8 л., вариатор,,,,хэтчбек 5 дв., гибрид,,руль слева, 123 000 км",https://im.mashina.kg/tachka/images//3/7/3/373c434cbf05ad191b0bbe213b8623d9_240x180.jpg
Lexus NX,$ 31 500,"2017 г., 2 л., вариатор,,,,внедорожник 5 дв., бензин,,руль слева, 64 000 км",https://im.mashina.kg/tachka/images//d/2/2/d2290b4516d74f97a1d82ee07bc65728_240x180.jpg
Roewe Ei5,$ 26 000,"2022 г., автомат,,,,универсал, электро,,руль слева, 300 км",https://im.mashina.kg/tachka/images//4/7/a/47a5f3e1242d73a4ddb09b9aadbebb51_240x180.jpg
Roewe Ei5,$ 26 000,"2022 г., автомат,,,,универсал, электро,,руль слева, 300 км",https://im.mashina.kg/tachka/images//1/7/7/177d542269201cc45df8adf5b9af9677_240x180.jpg
Roewe Ei5,$ 26 000,"2022 г., автомат,,,,универсал, электро,,руль слева, 1 300 км",https://im.mashina.kg/tachka/images//7/6/f/76fcc956a1ccdcfff502ca103c8dcf9f_240x180.jpg
Roewe Ei5,$ 26 000,"2022 г., автомат,,,,универсал, электро,,руль слева, 650 км",https://im.mashina.kg/tachka/images//8/c/e/8ce186655481b5877548a6857a5d61a0_240x180.jpg
Toyota Camry,$ 35 200,"2018 г., 2.5 л., автомат,,,,седан, бензин,,руль слева",https://im.mashina.kg/tachka/images//f/d/e/fde76f58afed252a8c5d9d564b59d882_240x180.jpg
Lexus GX,$ 23 000,"2005 г., 4.7 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 150 000 км",https://im.mashina.kg/tachka/images//4/0/8/4085edb78d87c6ab9f0f8b3b51a13aa8_240x180.jpg
Hyundai Sonata,$ 16 500,"2017 г., автомат,,,,седан, газ,,руль слева",https://im.mashina.kg/tachka/images//f/3/4/f34177f9415d08f723c240f0899f7511_240x180.jpg
Lexus NX,$ 44 000,"2021 г., 2 л., вариатор,,,,внедорожник 5 дв., бензин,,руль слева, 10 000 км",https://im.mashina.kg/tachka/images//8/4/f/84fff857d1f6953550f51a001396fd55_240x180.jpg
Toyota Land Cruiser Prado,$ 37 000,"2012 г., 4 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 204 000 км",https://im.mashina.kg/tachka/images//6/0/3/603e790411d3047e23395621a65edef2_240x180.jpg
Honda Accord,$ 7 900,"2003 г., 2.4 л., механика,,,,седан, бензин,,руль слева, 200 000 км",https://im.mashina.kg/tachka/images//c/8/8/c88c8566273bb8ac2da6bcd1dd8b0e0b_240x180.jpg
Lexus GX,$ 22 500,"2005 г., 4.7 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 190 000 км",https://im.mashina.kg/tachka/images//c/5/0/c50b44eddde72f6e06ea30b53dfdcb49_240x180.jpg
Ford F-150,$ 120 000,"2013 г., 6.1 л., автомат,,,,пикап, бензин,,руль слева, 280 000 км",https://im.mashina.kg/tachka/images//d/8/d/d8deb16d07509cf6c4b08da8301c9d34_240x180.jpg
Kia Sorento,$ 23 800,"2016 г., 2 л., автомат,,,,внедорожник 5 дв., дизель,,руль слева, 142 000 км",https://im.mashina.kg/tachka/images//c/5/e/c5ed42f978c849b99f022bb447e337df_240x180.jpg
Toyota RAV4,$ 21 500,"2015 г., 2.5 л., автомат,,,,внедорожник 5 дв., бензин,,руль слева, 140 000 км",https://im.mashina.kg/tachka/images//4/7/8/478670600f82986c089aea78daa74452_240x180.jpg
BMW 1 Серия,$ 21 999,"2008 г., 3 л., механика,,,,купе, бензин,,руль слева, 158 000 км",https://im.mashina.kg/tachka/images//e/b/6/eb61373665823e258c4205d0b77c649c_240x180.jpg
Lexus ES,$ 29 500,"2016 г., 2.5 л., вариатор,,,,седан, гибрид,,руль слева",https://im.mashina.kg/tachka/images//2/b/7/2b7988128856e7bdaf602267d0bb9810_240x180.jpg
Lexus ES,$ 32 000,"2017 г., 2.5 л., вариатор,,,,седан, гибрид,,руль слева, 72 000 км",https://im.mashina.kg/tachka/images//6/a/a/6aa38ace62ce83b20e5f91d725ea6d21_240x180.jpg
Hyundai Sonata,$ 24 000,"2019 г., 2 л., автомат,,,,седан, бензин,,руль слева, 123 000 км",https://im.mashina.kg/tachka/images//d/2/3/d23293cf0630e226cd5b75f12e436460_240x180.jpg
